School ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Grade 12 offered [Public School] 2018-19,Grade 13 Offered [Public School] 2018-19,Ungraded offered [Public School] 2018-19,Adult Education Offered [Public School] 2018-19,No Grades Offered [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Includes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Direct Certification [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Grades 9-12 Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
480846008299,ANTON P E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480846000214,ANTON SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,199,199,162,–,3,165,53,19.75,10.08
484365009420,ANTONIO GONZALEZ MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,685,685,592,–,0,592,0,52.27,13.11
481830001662,AOY EL,Texas,2-No,2-No,2-No,2-No,2-No,397,397,365,–,2,367,†,33,12.03
483702004122,APOLLO J H,Texas,2-No,2-No,2-No,2-No,2-No,637,637,328,–,46,374,†,49.63,12.83
480849000215,APPLE SPRINGS EL,Texas,2-No,2-No,2-No,2-No,2-No,127,127,75,–,2,77,†,8.48,14.98
480849000216,APPLE SPRINGS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,75,75,38,–,7,45,53,9.94,7.55
481970005388,APPLIED LEARNING ACAD,Texas,2-No,2-No,2-No,2-No,2-No,318,318,197,–,6,203,†,23.22,13.7
484365013792,AQUERO MIDDLE,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480852000218,AQUILLA SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,335,335,167,–,30,197,91,25.87,12.95
482364013165,ARABIC IMMERSION MAGNET SCHOOL,TEXAS,2-No,2-No,2-No,2-No,2-No,346,346,190,–,1,191,†,20.5,16.88
481611008602,ARAGON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1584,1584,540,–,119,659,†,86.85,18.24
480858000224,ARANSAS PASS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,469,469,372,–,0,372,469,35.18,13.33
480858009519,ARANSAS PASS JJAEP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483702004123,ARAPAHO CLASSICAL MAGNET,Texas,2-No,2-No,2-No,2-No,2-No,578,578,114,–,22,136,†,36.75,15.73
482730016940,ARBOR CREEK MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,825,825,149,–,33,182,0,53.75,15.35
481623001209,ARCADIA PARK EL,Texas,2-No,2-No,2-No,2-No,2-No,700,700,634,–,0,634,†,44,15.91
480861000228,ARCHER CITY EL,Texas,2-No,2-No,2-No,2-No,2-No,274,274,146,–,22,168,†,18.27,15
480861000229,ARCHER CITY H S,Texas,1-Yes,2-No,2-No,2-No,2-No,231,231,83,–,19,102,159,26.66,8.66
481281006372,ARDEN ROAD EL,Texas,2-No,2-No,2-No,2-No,2-No,455,455,87,–,13,100,†,28,16.25
480867008769,ARGYLE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,919,919,54,–,6,60,919,60.55,15.18
480867012249,ARGYLE INT,Texas,2-No,2-No,2-No,2-No,2-No,442,442,40,–,2,42,†,27.22,16.24
480867008200,ARGYLE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,770,770,61,–,8,69,†,51.27,15.02
480001907303,ARISTOI CLASSICAL ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,435,435,91,–,28,119,†,23.46,18.54
480001913071,ARISTOI CLASSICAL UPPER SCHOOL,TEXAS,1-Yes,2-No,2-No,2-No,2-No,476,476,67,–,24,91,131,37.41,12.72
481965016956,ARIZONA FLEMING EL,TEXAS,2-No,2-No,2-No,2-No,2-No,631,631,444,–,46,490,†,45.11,13.99
480015808363,ARLINGTON CLASSICS ACADEMY - ARKANSAS CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,531,531,81,–,20,101,†,31.81,16.69
480015812533,ARLINGTON CLASSICS ACADEMY - MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,493,493,82,–,21,103,8,29.81,16.54
480015812532,ARLINGTON CLASSICS ACADEMY -INTERMEDIATE,Texas,2-No,2-No,2-No,2-No,2-No,526,526,88,–,19,107,†,30.76,17.1
480870013677,ARLINGTON COLLEGE AND CAREER H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,0.00,†
480870013043,ARLINGTON COLLEGIATE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,407,407,295,–,55,350,407,17.26,23.58
480870000232,ARLINGTON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2694,2694,1401,–,163,1564,2694,165.86,16.24
481970001830,ARLINGTON HEIGHTS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1866,1866,1289,–,11,1300,1866,119.38,15.63
481623013333,ARLINGTON PARK EARLY CHILDHOOD CENTER,TEXAS,2-No,2-No,2-No,2-No,2-No,101,101,91,–,0,91,†,6,16.83
481473007227,ARLON R SEAY EL,Texas,2-No,2-No,2-No,2-No,2-No,391,391,78,–,12,90,†,26,15.04
481428009249,ARLYNE & ALAN WEBER EL,Texas,2-No,2-No,2-No,2-No,2-No,937,937,310,–,65,375,†,53,17.68
481428000901,ARMAND BAYOU EL,Texas,2-No,2-No,2-No,2-No,2-No,576,576,199,–,32,231,†,32,18
481773012546,ARMANDO CERNA EL,Texas,2-No,2-No,2-No,2-No,2-No,491,491,331,–,0,331,†,29,16.93
480001010804,ARMANDO CHAPA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,753,753,395,–,95,490,†,51.43,14.64
484496021356,ARMANDO CUELLAR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,766,766,651,–,0,651,†,55.97,13.69
481830007881,ARMENDARIZ MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,523,523,482,–,1,483,†,32.69,16
482325002355,ARMSTRONG EL,Texas,2-No,2-No,2-No,2-No,2-No,509,509,0,–,0,0,†,34.92,14.58
481500000999,ARMSTRONG EL,Texas,2-No,2-No,2-No,2-No,2-No,650,650,591,–,21,612,†,44.97,14.45
483510003955,ARMSTRONG MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,702,702,445,–,57,502,†,57.57,12.19
483873004323,ARNOLD EL,Texas,2-No,2-No,2-No,2-No,2-No,590,590,544,–,2,546,†,37,15.95
481611001177,ARNOLD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1459,1459,730,–,116,846,†,95.66,15.25
483486004738,ARNOLDO CANTU SR EL,Texas,2-No,2-No,2-No,2-No,2-No,641,641,558,–,0,558,†,36.98,17.33
480873000269,ARP EL,Texas,2-No,2-No,2-No,2-No,2-No,424,424,214,–,26,240,†,30.92,13.71
480873000270,ARP H S,Texas,1-Yes,2-No,2-No,2-No,2-No,249,249,109,–,24,133,249,27.58,9.03
480873006068,ARP J H,Texas,2-No,2-No,2-No,2-No,2-No,196,196,93,–,19,112,†,15.95,12.29
480141613152,ARROW ACADEMY - CHAMPIONS ACADEMY,TEXAS,2-No,2-No,2-No,2-No,2-No,123,123,89,–,1,90,†,8.14,15.11
480141612757,ARROW ACADEMY - HARVEST PREPARATORY ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,240,240,235,–,1,236,†,12.89,18.62
480141612563,ARROW ACADEMY - LIBERATION ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,244,244,166,–,0,166,†,16.99,14.36
480141612753,ARROW ACADEMY - SAVE OUR STREETS CENTER,Texas,2-No,2-No,2-No,2-No,2-No,99,99,94,–,0,94,†,8,12.38
481428008573,ART AND PAT GOFORTH EL,Texas,2-No,2-No,2-No,2-No,2-No,897,897,176,–,22,198,†,54.51,16.46
482985008487,ARTHUR H MCNEIL EL,Texas,2-No,2-No,2-No,2-No,2-No,396,396,154,–,18,172,†,30.76,12.87
481623006681,ARTHUR KRAMER EL,Texas,2-No,2-No,2-No,2-No,2-No,628,628,425,–,0,425,†,43.06,14.58
481179011155,ARTHUR L DAVILA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1075,1075,758,–,82,840,†,85.07,12.64
482517008625,ARTHUR MILLER CAREER CENTER,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,37.55,0.00
482703009439,ARTIE L HENRY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1364,1364,247,–,64,311,†,83.4,16.35
481623010571,ARTURO SALAZAR EL,Texas,2-No,2-No,2-No,2-No,2-No,557,557,503,–,0,503,†,36,15.47
482892011532,ASA E LOW JR INT,Texas,2-No,2-No,2-No,2-No,2-No,811,811,264,–,49,313,†,51.44,15.77
484668005306,ASCARATE EL,Texas,2-No,2-No,2-No,2-No,2-No,411,411,392,–,0,392,†,28.8,14.27
481623001356,ASCHER SILBERSTEIN EL,Texas,2-No,2-No,2-No,2-No,2-No,704,704,666,–,0,666,†,42,16.76
482115002106,ASHBEL SMITH EL,Texas,2-No,2-No,2-No,2-No,2-No,729,729,560,–,54,614,†,46,15.85
482364002389,ASHFORD EL,Texas,2-No,2-No,2-No,2-No,2-No,657,657,522,–,1,523,†,36.53,17.99
482001010500,ASHLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,650,650,38,–,10,48,†,40.03,16.24
480870007433,ASHWORTH EL,Texas,2-No,2-No,2-No,2-No,2-No,437,437,251,–,42,293,†,30.18,14.48
482364002390,ASKEW EL,Texas,2-No,2-No,2-No,2-No,2-No,909,909,634,–,7,641,†,50.83,17.88
480000600274,ASPERMONT EL,Texas,2-No,2-No,2-No,2-No,2-No,104,104,50,–,5,55,†,6.79,15.32
480000600275,ASPERMONT H S,Texas,1-Yes,2-No,2-No,2-No,2-No,120,120,41,–,5,46,70,12.64,9.49
481970007724,ASSESSMENT CTR,Texas,1-Yes,2-No,2-No,2-No,2-No,20,20,0,–,0,0,3,1,20
480809010458,ASSETS,Texas,1-Yes,2-No,2-No,2-No,2-No,125,125,73,–,8,81,125,†,†
482391010753,ATASCOCITA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3662,3662,914,–,170,1084,3662,201.18,18.2
482391005877,ATASCOCITA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1226,1226,360,–,75,435,†,83.52,14.68
482391012368,ATASCOCITA SPRINGS EL,Texas,2-No,2-No,2-No,2-No,2-No,969,969,172,–,34,206,†,56.66,17.1
481371008689,ATASCOSA CO ALTER,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
484074008445,ATASCOSA CO ALTER,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483519007506,ATASCOSA CO ALTER,Texas,2-No,2-No,2-No,2-No,2-No,1,1,†,–,†,†,1,–,†
483552008425,ATASCOSA CO JUVENILE UNIT,Texas,2-No,2-No,2-No,2-No,2-No,3,3,†,–,†,†,2,–,†
482055013747,ATASCOSA COUNTY JJAEP,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481695012032,ATASCOSA COUNTY JJAEP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482496007778,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,Texas,1-Yes,2-No,2-No,2-No,2-No,6,6,†,–,†,†,4,1,6
483447009244,ATASCOSA JUVENILE DETENTION CTR,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480887000277,ATHENS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,899,899,532,–,68,600,899,60.33,14.9
480887000278,ATHENS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,657,657,445,–,52,497,†,40.27,16.31
482364002391,ATHERTON EL,Texas,2-No,2-No,2-No,2-No,2-No,587,587,586,–,0,586,†,31.5,18.63
480870000233,ATHERTON EL,Texas,2-No,2-No,2-No,2-No,2-No,570,570,481,–,33,514,†,40.26,14.16
482850010894,ATKINS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,611,611,532,–,6,538,†,47.01,13
483432003817,ATKINSON EL,Texas,2-No,2-No,2-No,2-No,2-No,449,449,304,–,56,360,†,36.02,12.47
480888000283,ATLANTA EL,Texas,2-No,2-No,2-No,2-No,2-No,345,345,220,–,22,242,†,24.98,13.81
480888000284,ATLANTA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,480,480,254,–,22,276,480,41.71,11.51
480888000285,ATLANTA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,364,364,217,–,19,236,†,31.35,11.61
480888000286,ATLANTA PRI,Texas,2-No,2-No,2-No,2-No,2-No,536,536,389,–,30,419,†,31.01,17.28
482364002392,ATTUCKS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,464,464,416,–,0,416,†,36.29,12.79
481970001878,ATWOOD MCDONALD EL,Texas,2-No,2-No,2-No,2-No,2-No,511,511,466,–,0,466,†,32.77,15.59
480891000288,AUBREY H S,Texas,1-Yes,2-No,2-No,2-No,2-No,676,676,123,–,24,147,676,43.02,15.71
480891007267,AUBREY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,777,777,166,–,45,211,†,49.31,15.76
483702009605,AUDELIA CREEK EL,Texas,2-No,2-No,2-No,2-No,2-No,683,683,546,–,27,573,†,41.67,16.39
482566010403,AUDIE MURPHY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,822,822,242,–,152,394,†,50.46,16.29
483486012596,AUDIE MURPHY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,870,870,836,–,0,836,†,62.93,13.82
480004207989,AUDRE AND BERNARD RAPOPORT ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,401,401,276,–,41,317,†,30.2,13.28
483312011468,AUE EL,Texas,2-No,2-No,2-No,2-No,2-No,698,698,64,–,15,79,†,43,16.23
483486009301,AUGUSTO GUERRA EL,Texas,2-No,2-No,2-No,2-No,2-No,622,622,599,–,0,599,†,37.61,16.54
481611016970,AULT EL,TEXAS,2-No,2-No,2-No,2-No,2-No,1087,1087,295,–,85,380,†,55.5,19.59
482034002008,AUSTIN ACAD FOR EXCELL,Texas,2-No,2-No,2-No,2-No,2-No,978,978,374,–,78,452,†,53.76,18.19
480143112775,AUSTIN ACHIEVE,Texas,2-No,2-No,2-No,2-No,2-No,632,632,567,–,48,615,†,41.19,15.34
480143113800,AUSTIN ACHIEVE NORTHEAST CAMPUS,TEXAS,1-Yes,2-No,2-No,2-No,2-No,924,924,793,–,71,864,457,56.65,16.31
480001609410,AUSTIN CAN ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,405,405,283,–,18,301,405,22.76,17.79
480026511056,AUSTIN DISCOVERY SCH,Texas,2-No,2-No,2-No,2-No,2-No,508,508,82,–,19,101,†,48.5,10.47
482253002276,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,425,425,390,–,0,390,†,27.63,15.38
481854001736,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,281,281,163,–,28,191,†,20.41,13.77
481521006380,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,680,680,202,–,3,205,†,38,17.89
483417003796,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,387,387,130,–,11,141,†,24.34,15.9
483455003874,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,671,671,436,–,48,484,†,40.55,16.55
481641001400,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,930,930,636,–,55,691,†,51.83,17.94
483870004297,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,462,462,260,–,27,287,†,29.41,15.71
481500001000,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,926,926,709,–,45,754,†,59,15.69
483039006755,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,406,406,225,–,30,255,†,25.31,16.04
484480006625,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,565,565,164,–,33,197,†,36.17,15.62
480744000012,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,599,599,233,–,21,254,†,31.99,18.72
483018003380,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,93,93,70,–,6,76,†,8.75,10.63
482178002196,AUSTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,527,527,322,–,0,322,†,36.96,14.26
481818001635,AUSTIN ELEM,Texas,2-No,2-No,2-No,2-No,2-No,392,392,357,–,0,357,†,26,15.08
480894000294,AUSTIN H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2328,2328,519,–,72,591,2328,139.98,16.63
482364002393,AUSTIN H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1692,1692,1574,–,3,1577,1692,97.7,17.32
481830001663,AUSTIN H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1330,1330,1083,–,22,1105,1330,87.03,15.28
480894013344,AUSTIN ISD CHILD DEVELOPMENT CENTER,TEXAS,2-No,2-No,2-No,2-No,2-No,149,149,146,–,0,146,†,3.91,38.11
482028007001,AUSTIN MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,565,565,320,–,0,320,†,37,15.27
480813000143,AUSTIN MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,793,793,462,–,70,532,†,46.79,16.95
482442002737,AUSTIN MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,983,983,730,–,89,819,†,68.24,14.41
483486003908,AUSTIN MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1001,1001,863,–,0,863,†,62.58,16
481800001567,AUSTIN MONTESSORI MAGNET,Texas,2-No,2-No,2-No,2-No,2-No,449,449,266,–,17,283,†,29.11,15.42
480007113287,AUSTIN OAKS,TEXAS,1-Yes,2-No,2-No,2-No,2-No,23,23,5,–,0,5,8,2,11.5
481965006699,AUSTIN PARKWAY EL,Texas,2-No,2-No,2-No,2-No,2-No,688,688,121,–,25,146,†,42.68,16.12
480894005646,AUSTIN ST HOSPITAL,Texas,1-Yes,2-No,2-No,2-No,2-No,26,26,7,–,0,7,14,7,3.71
480900000372,AUSTWELL-TIVOLI EL,Texas,2-No,2-No,2-No,2-No,2-No,74,74,35,–,1,36,†,7.47,9.91
480900000371,AUSTWELL-TIVOLI H S,Texas,1-Yes,2-No,2-No,2-No,2-No,66,66,25,–,1,26,38,9.76,6.76
480903000374,AVALON SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,362,362,203,–,35,238,86,32.26,11.22
480771013696,AVALOS P-TECH SCHOOL,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480906000375,AVERY EL,Texas,2-No,2-No,2-No,2-No,2-No,174,174,113,–,13,126,†,14.24,12.22
480906000376,AVERY SECONDARY,Texas,1-Yes,2-No,2-No,2-No,2-No,166,166,63,–,22,85,97,18.07,9.19
480909000378,AVINGER SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,153,153,97,–,10,107,41,17.25,8.87
480813000144,AVONDALE EL,Texas,2-No,2-No,2-No,2-No,2-No,583,583,400,–,53,453,†,35.79,16.29
480009508166,AW BROWN-F L A INT CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,891,891,423,–,51,474,†,54.8,16.26
480915007687,AXTELL BRUCEVILLE-EDDY LEARNING CENTER,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480915000379,AXTELL EL,Texas,2-No,2-No,2-No,2-No,2-No,379,379,165,–,38,203,†,27,14.04
480915000380,AXTELL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,205,205,79,–,26,105,205,27.14,7.55
480915008982,AXTELL MIDDLE SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,172,172,80,–,15,95,†,12.83,13.41
481173011401,AXTELL/BE DAEP,Texas,2-No,2-No,2-No,2-No,2-No,1,1,†,–,†,†,†,–,†
481173007994,AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,0.00,†
480920000381,AZLE EL,Texas,2-No,2-No,2-No,2-No,2-No,595,595,213,–,35,248,†,34.28,17.36
480920000382,AZLE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1824,1824,594,–,70,664,1824,121.07,15.07
480920012892,AZLE HORNET ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,60,60,22,–,0,22,60,3.02,19.87
480920000383,AZLE J H SOUTH,Texas,2-No,2-No,2-No,2-No,2-No,545,545,172,–,24,196,†,33.69,16.18
480025913178,AZLEWAY - BIG SANDY,TEXAS,1-Yes,2-No,2-No,2-No,2-No,27,27,24,–,0,24,22,2,13.5
480025913126,AZLEWAY - CHAPEL HILL,TEXAS,1-Yes,2-No,2-No,2-No,2-No,36,36,33,–,0,33,20,6,6
480025913198,AZLEWAY - WILLOW BEND,TEXAS,1-Yes,2-No,2-No,2-No,2-No,63,63,60,–,0,60,37,10,6.3
482730006442,B B OWEN EL,Texas,2-No,2-No,2-No,2-No,2-No,373,373,187,–,15,202,†,32.54,11.46
